Year,34 knots swath km2,50 knots swath km2,64 knots swath km2,64kn swath km2,50kn swath km2,34kn swath km2,other tree cover loss km2
2016,83.72260244199813,83.54802007315392,75.58528863993781,75.58528863993781,7.962731433216106,0.17458236884421297,0.007397558001869697
